"ID","mean_accuracy","mean_search","mean_confidence","mean_final_accuracy","AccStronger","MaxPoints","DotDiff","dprime","meta_dprime","mratio"
"hxfakm",0.82,0.2,1.33,0.86,0.96,8485,3.63214285714286,2.1433026630954,-0.143394867055573,-0.0669036947159294
"hxtgyv",0.81,0.04,2.58,0.8,0.96,7980,2.93214285714286,2.30675805226803,2.0660062267564,0.89563195616683
"hxuexr",0.78,0.58,1.35,0.96,0.88,9055,3.32142857142857,1.5190693882373,-0.0102836730669563,-0.0067697191099936
"hzzaku",0.7,0.79,2.15,0.89,0.88,7875,3.00714285714286,1.12474038738656,0.494425234058041,0.439590539828381
"hzzfod",0.64,0.3,2.61,0.73,0.94,6940,3.05357142857143,1.02797168914069,1.29441456998066,1.25919281985547
"ibayzr",0.75,0.36,1.41,0.83,0.9,8090,3.05714285714286,1.46791926664914,0.403830806971233,0.275104235053109
"ibcxza",0.85,0.87,1.78,0.99,0.94,8835,3.15,2.44253426919883,1.70338785755176,0.697385448807022
"ibkpyh",0.69,0.06,2.14,0.67,0.9,6670,2.96428571428571,1.00461795285414,0.451854918795011,0.449777865815837
"ibkwao",0.7,0.11,1.08,0.69,0.92,6830,2.975,1.5070096213973,0.651555961509466,0.432350233374982
"idstex",0.68,0.02,1.51,0.68,0.82,6790,2.75357142857143,1.11119600320167,-0.140044564295153,-0.126030478773902
"ifmmwr",0.77,0,2.62,0.77,0.72,7700,2.51071428571428,1.46332301519956,0.925465621496305,0.632441102807429
"igyzff",0.78,0.38,1.96,0.86,0.92,8125,2.55357142857143,1.42070822055282,0.708935758772472,0.499001658832249
"ihcdcg",0.7,0.8,2.01,0.88,0.96,7755,2.725,1.07864845155611,0.677418049775416,0.628024866487443
"ijarwt",0.72,0.19,1.6,0.77,0.84,7560,2.225,1.07838092271568,0.636320033027918,0.590069816355317
"ijsfnp",0.71,0.54,2.54,0.78,0.92,7050,2.70714285714286,1.7002860332497,1.41208246546101,0.830497009236818
"iklsnk",0.69,0.98,1.42,0.98,0.9,8575,3.45357142857143,1.29989570663596,0.774816024285672,0.596060145694954
"iloysj",0.85,0.7,1.34,0.97,0.96,8900,3.35714285714286,1.98753750708924,0.86404283542873,0.434730329539353
"imhoxw",0.83,0.04,2.95,0.5,0.94,4980,3.19642857142857,1.88535851181863,2.11496323010615,1.12178305444201
"imsbrm",0.65,0.14,2.75,0.69,0.82,6785,2.38928571428571,1.18672242311616,1.71953010421814,1.44897414148702
"inhaoh",0.67,0.14,2.69,0.7,0.92,6870,3.37142857142857,0.924102691829842,0.389981210028085,0.422010685041802
"iofhcq",0.64,0.22,1.34,0.61,0.98,5830,2.58214285714285,0.856826498455846,0.406532737764722,0.474463311414115
"ioslgp",0.75,0.42,2.13,0.89,0.92,8405,2.92142857142857,1.65555606252202,1.67388296087534,1.01106993521283
"iouylw",0.73,0.2,1.69,0.81,0.96,8000,2.73214285714286,1.23103083374206,0.715329620698547,0.581081806476043
"iqclbo",0.66,0.18,2.33,0.7,0.596153846153846,6910,1.92142857142857,0.904734126072086,0.526430180254211,0.581861748201888
"iqwtkc",0.68,0,2.2,0.67,0.96,6700,3.375,0.884391504966097,0.29191331937565,0.330072504921721
"isbnop",0.67,0.39,1.84,0.74,0.8,7160,2.29285714285714,0.884919902820414,0.146690434267643,0.165766905908785
"ixsmws",0.72,0.88,2.7,0.9,0.84,7945,3.20714285714286,1.06779876460344,0.978996760953684,0.916836386598807
"ixvtqf",0.65,0.41,2.11,0.75,0.92,7145,2.18214285714285,0.774898784299962,0.90015727602955,1.1616449712755
"iywhck",0.63,0,1.71,0.63,0.74,6300,2.58928571428571,0.653795233080556,0.376766617571639,0.576276177170011
"izwkwu",0.828282828282828,0.242424242424242,1.73737373737374,0.909090909090909,0.9,8795,2.61785714285714,1.86758128795502,1.35066191130771,0.723214523522386
"jacczd",0.74,0.96,1.22,0.96,0.96,8385,3.01071428571429,1.30482720626072,-0.467149456085031,-0.358016336449447
"jcuxyo",0.83,0.01,2.82,0.86,1,8580,3.25357142857143,1.93118503453428,1.9589488540978,1.01437657141446
"jdahvu",0.64,0.08,2.59,0.67,0.88,6645,2.50357142857143,1.04184023089875,0.908394429120084,0.871913372299374
"jezfis",0.65,0.56,1.53,0.77,0.94,7060,2.71785714285714,0.893231122114104,0.628721165963445,0.703872883957944
"jgcsqj",0.68,0.8,1.43,0.87,0.92,7835,2.54285714285714,0.936503861924713,0.179615151962703,0.191793284860093
"jgdskx",0.81,0.4,1.79,0.91,0.94,8720,3.48214285714286,1.83662365395994,2.22215356815844,1.20991231021514
"jhpqla",0.7,0.29,2.68,0.78,0.94,7505,3.41428571428571,1.18749986383339,1.36296832030745,1.14776292765847
"jhqjpe",0.65,0.03,2.6,0.67,0.92,6670,2.93928571428571,0.893231122114104,-0.176502487807498,-0.197600020238604
"jhtupl",0.79,0.51,2.11,0.96,0.9,8895,2.775,1.58913991605098,2.08317806965447,1.31088398737801
"jhyvze",0.71,0.21,1.62,0.72,0.94,7005,3.23928571428571,1.46523379268552,0.764114920584022,0.521496927247037
"jiqfny",0.77,0.89,2.25,0.94,0.98,8235,2.79642857142857,1.44461169668688,1.21508303604979,0.841113940054964
"jixpqi",0.84,1,1.41,0.99,0.98,8650,3.12857142857143,1.92012594458939,0.506143329941535,0.26359902659915
"jkptjy",0.84,0.14,2.01,0.91,0.9,8985,3.15714285714286,2.03133027343132,1.24971327455097,0.615219145254975
"jlfixn",0.76530612244898,0,2.66326530612245,0.775510204081633,0.94,7700,2.99285714285714,1.39336856171773,1.89727114247013,1.36164342629576
"jmylld",0.83,0.44,2.44,0.98,0.92,9295,3.20714285714286,1.7750128676783,1.64591684048266,0.92727037107934
"jnfzqs",0.75,0.24,2.09,0.78,0.78,7515,2.69285714285714,1.31785969356514,0.936265211720718,0.710443772043656
"joeqsc",0.68,0.57,2.52,0.76,0.94,6925,3.09285714285714,0.981960877579869,0.0814124397633353,0.0829080278269166
"jopdlo",0.7,0.5,1.27,0.69,0.82,6320,2.61785714285714,1.31393154014001,0.966078499432146,0.735257865359713
"joyfft",0.79,0,2.9,0.79,0.9,7900,2.92857142857143,1.97239459383923,1.51346903574197,0.767325686487525
"jrtisq",0.78,0.01,1.65,0.78,1,7795,3,1.51135746526861,0.709437808726368,0.469404376548523
"jtwonb",0.69,0.15,2.61,0.71,0.72,6995,2.15,0.967624458198592,0.878272216321895,0.907658140387396
"jtxjuq",0.77,0.52,2.14,0.88,0.92,8165,3.04642857142857,1.84444416321312,1.07625262870194,0.583510550315086
"jtygsi",0.64,0.06,2.42,0.67,0.9,6640,2.71428571428571,1.10473073035416,0.50580638208509,0.457854903631527
"judblj",0.78,0.46,1.65,0.88,0.92,8285,3.23571428571428,1.51135746526861,0.917367389551322,0.606982405309574
"jukxbe",0.67,0.04,2.43,0.67,0.94,6680,3.09285714285714,1.06938362396158,0.943537574754251,0.88231907952627
"juupje",0.78,0.64,1.59,0.89,0.88,8070,2.66785714285714,1.58402289594819,0.331134943809983,0.209046816594003
"jvkjna",0.78,0.03,2.75,0.8,0.98,7970,3.4,1.61181681013637,1.27432870474028,0.790616338486053
"jwqspm",0.68,0.27,2.46,0.76,0.76,7300,3.17857142857143,1.00772618091746,0.170536696910322,0.169229201483145
"jykmtv",0.72,0.7,1.62,0.91,0.98,8270,3.31785714285714,1.45837240073504,1.20407754063635,0.825631052829492
"jzppss",0.8,0.5,1.38,0.91,0.92,8610,3.04285714285714,1.72131337067168,0.920418497190123,0.534718728659479
"kbzpof",0.69,0.04,1.35,0.71,0.86,7080,2.77857142857143,1.36094674355924,0.348173474865901,0.255831814517101
"kcfyur",0.82,0.71,2.67,0.93,0.98,8270,3,1.93153560622829,1.92872824644654,0.998546565865679
"kcvwdy",0.83,0.47,2.52,0.94,0.98,8880,3.38571428571428,2.06724029173508,2.12299933890131,1.02697269755681
"kcwukt",0.74,0,2.88,0.74,0.82,7400,3.1,1.1928160769283,1.5883773245493,1.33161964805139
"kercbg",0.7,0.5,2.05,0.68,0.78,6520,2.83928571428571,1.300426664299,0.47332308605961,0.363975223712256
"kfudwt",0.79,0.72,1.95,1,0.98,9115,3.62142857142857,1.7067858259954,2.07537321484528,1.21595409525675
"kgwbhk",0.68,0.44,1.66,0.76,0.92,7080,3.15,0.948852628141327,0.192401638465373,0.202772941507536
"kgxmtq",0.71,0.01,1.12,0.71,0.82,7080,2.50357142857143,1.05719232726579,-0.864058947975023,-0.817314811780497
"kixjzf",0.68,0.07,2,0.71,0.92,7050,2.68571428571428,0.946208826828323,0.712509901343115,0.753015487851066
"kjflkk",0.818181818181818,0.323232323232323,1.80808080808081,0.878787878787879,0.82,8540,2.89642857142857,1.91580175658138,-0.479747450294768,-0.250416019636001
"kjkazt",0.65,0.57,1.62,0.76,0.96,7135,2.91785714285714,1.18672242311616,0.936539274622864,0.789181409552916
"kkqlca",0.66,0.32,2.21,0.71,0.68,6820,2.37857142857143,0.970063775061467,0.725281834248629,0.747664074150869
"klxivo",0.65,0.03,1.99,0.55,0.88,5485,2.78571428571428,0.765684863358577,0.0970363617956042,0.12673146151795
"klysaz",0.8,0.39,2.83,0.89,0.88,8420,3.10714285714286,1.6433588937706,2.18158205343729,1.32751406993743
"kmrbnx",0.65,0.83,1.52,0.79,0.88,6960,2.42857142857143,0.860226143157815,0.853172760433613,0.991800548285699
"kmzquz",0.63,0.11,1.85,0.69,1,6815,3.17142857142857,0.628741057805966,1.25331499786261,1.9933722830765
"kmzxxa",0.67,0.66,2.26,0.88,0.9,8035,2.92142857142857,0.889278690904032,1.42069992524409,1.59758683051296
"kpbdjo",0.69,0.1,2.62,0.7,0.88,6950,2.92857142857143,1.04408616255245,1.25075094940243,1.19793844058306
"kpdohs",0.77,0.71,1.67,0.93,1,8450,3.26428571428571,1.52798929407731,0.860842885758686,0.563382799274464
"kprqar",0.7,0,1.86,0.7,0.78,7000,2.34642857142857,1.06083090157941,-0.158052871865448,-0.148989694427389
"krxwne",0.74,0.05,2.46,0.74,0.96,7330,3.38214285714286,1.423715491941,0.782166059528892,0.549383682313196
"ktnytd",0.64,0.16,1.91,0.66,0.88,6430,2.42857142857143,0.710355942965134,0.898362106982145,1.26466473023685
"ktpttj",0.61,0.01,1.28,0.61,0.94,6095,2.72857142857143,0.583488784857117,0.362716935406639,0.621634802278951
"ktxpbs",0.78,0.73,1.72,0.99,1,9055,3.43214285714286,2.1105932488014,1.56550408905147,0.741736518839202
"kufzqi",0.68,0.17,2.26,0.7,0.86,6870,2.69285714285714,1.11393721535669,0.817504227060564,0.733887166880222
"kwkhzd",0.72,0.88,1.35,0.88,0.98,7745,3.14285714285714,1.03623426474613,0.545552443509834,0.526475973696443
"kxaghb",0.78,0.1,2.14,0.81,0.98,7990,2.97857142857143,1.61548518623408,0.977040354690199,0.604796851754373
"kxkdyb",0.82,0.75,1.6,0.95,0.94,8600,2.82142857142857,1.78143311300461,0.37831110566962,0.212363351117658
"kzmcvn",0.72,0.38,1.62,0.83,0.9,7975,2.81071428571428,1.18289443118807,0.611198923405506,0.51669777732543
"lavesl",0.81,0.09,2.81,0.84,0.98,8340,3.15357142857143,1.82070752144817,1.70935800891366,0.938842723928585
"lbbqnj",0.73,0.59,1.46,0.81,0.92,7505,2.62857142857143,1.32681839639325,-0.164947909422009,-0.124318376855789
"lbjoyk",0.64,0.09,1.22,0.65,0.68,6455,2.18214285714286,0.662928275829727,-0.351966684111592,-0.530927246497469
"leazpy",0.61,0.05,2.04,0.62,0.98,6145,2.95357142857143,0.733235783185512,1.17470838342278,1.60208818276614
"lelagn",0.73,0.62,1.46,0.96,1,8795,3.15,1.14444557452822,0.771257234739947,0.673913423150667
"lelxwg",0.8,0.11,2.83,0.83,0.9,8215,3.23571428571428,1.90462601868421,1.57026639807015,0.82444867531262
"leqwab",0.85,0.63,1.65,0.99,0.94,9225,3.225,2.05277996672723,1.10251881676632,0.537085725034661
"lfthma",0.76,0.51,2.31,0.86,0.929292929292929,8330,2.86428571428571,1.36463670287503,0.370720076302758,0.271662102830534
"lgrlmx",0.736842105263158,0.589473684210526,1.88421052631579,0.8,0.92,7475,2.59285714285714,1.2033171360714,0.908904106615686,0.755332139275504
"lhlkvz",0.68,0,1.1,0.68,0.88,6800,2.92142857142857,0.960083070257047,0.287999931066706,0.299973970991488
"ljolbg",0.82,0.45,2.41,0.95,0.88,8975,3.08571428571429,1.76811625643254,1.80766054493623,1.0223652083735
"lkplix",0.84,0.1,2.93,0.88,0.94,8720,3.23928571428571,1.95999715119866,1.57781437108176,0.805008502240339
"lkxpgl",0.85,0.6,1.94,0.99,0.92,9135,3.32857142857143,2.00791680759684,2.14533680793307,1.06843909061188
"lncucz",0.73,0.01,2.2,0.73,0.92,7295,2.82142857142857,1.25154121839182,0.204081597674289,0.163064224074478
"lngbfe",0.7,0.12,1.84,0.72,0.84,7140,2.39285714285714,1.02422916820938,0.925841686499587,0.903939972846314
"lngbmu",0.707070707070707,0.131313131313131,2.81818181818182,0.737373737373737,0.9,7290,2.58214285714286,0.973674790243257,0.709062328285682,0.728233220568989
"lnzwwx",0.83,0.09,2.86,0.85,0.96,8455,3.27857142857143,1.86685647376894,1.58545474404557,0.849264400516421
"lqltox",0.82,0.3,1.44,0.88,0.86,8515,3.63214285714286,1.82467269961569,-0.0600469088723222,-0.032908317686218
"lrfzrf",0.73,0.93,1.55,1,0.96,8830,3.38571428571428,1.18677862976106,0.0873085437971088,0.0735676743814364
"lrkrws",0.8,0.44,2.29,0.96,0.9,9005,3.59642857142857,1.83915252582832,2.03164394901438,1.10466311003725
"lrpxdy",0.68,0,1.11,0.68,0.94,6800,2.67142857142857,0.912339537931356,-0.27379771380489,-0.300105062229026
"lvuiiw",0.85,0.81,2.85,0.99,0.96,8940,3.48571428571428,1.94329180249902,2.99038490758682,1.53882443374755
"lxhajy",0.73,0.76,1.54,0.84,0.76,7525,2.21071428571429,1.25154121839182,0.426579781262678,0.34084357350277
"lzdjiv",0.85,0.64,2.32,0.94,0.88,8675,2.93214285714286,2.16448762676762,1.92304425269654,0.888452411977221
"lzppjw",0.84,0.81,1.19,0.98,1,8870,3.38928571428571,2.03133027343132,-0.490423541603223,-0.241429740903137
"maolcx",0.7,0.8,1.38,1,0.98,9120,3.13571428571429,2.0362111459112,1.76438546965305,0.866504180176018
"mewwfa",0.670103092783505,0.298969072164948,1.7319587628866,0.680412371134021,0.84,6605,2.51785714285714,1.00108419988522,0.743844159359055,0.743038557040795
"mfkxfk",0.7,0.48,2.28,0.76,0.88,6970,2.825,1.0044417376398,0.0721940348237111,0.0718747858819068
"mhzyeo",0.75,0.91,1.75,0.94,0.86,8300,3.21428571428571,1.42051600422816,0.389666112545478,0.274313074534634
"mimvuu",0.78,0.72,2.27,0.99,0.96,8970,3.125,2.14677603557603,1.69811457633452,0.791006862473606
"mjgdmz",0.84,0.8,1.33,0.98,0.94,8830,3.175,1.93725802964155,0.411268411755839,0.212294080325447
"mjhfql",0.73,0.09,1.4,0.76,0.94,7525,2.43571428571428,1.35265973329084,0.510983861301052,0.377762306901748
"mkgyhl",0.72,0.05,1.22,0.71,0.7,7060,1.775,1.15063005507686,0.0986521112240612,0.085737471213084
"mlkhsr",0.72,0.15,2.28,0.81,0.8,8010,2.98214285714286,1.16286780054058,1.53028687066663,1.31595944952233
"mlpttd",0.71,0.62,2.38,0.98,0.96,9070,2.92142857142857,1.5877267483104,1.73285631889787,1.09140714593485
"mohzyo",0.8,0.77,1.81,1,0.98,9060,3.23214285714285,2.26038011438084,1.76660961681872,0.781554219832012
"mszdlx",0.77,0.73,2.41,0.94,0.9,8435,2.87857142857143,1.51550229792004,1.76649022306081,1.16561368827038
"mtozef",0.7,0.06,2.04,0.72,0.82,7170,2.48214285714285,1.04443693815621,-0.631008319103727,-0.604161243298878
"mtzjkp",0.64,0.07,1.65,0.57,0.82,5665,2.76071428571429,0.672216050865883,1.13423563120807,1.68730816490778
"muihwb",0.71,0.6,2.07,0.8,0.78,7385,2.72142857142857,1.09434844994929,0.321144670324905,0.293457417826823
"mvybfw",0.767676767676768,0.505050505050505,2.42424242424242,0.929292929292929,0.94,8700,3.08214285714286,1.42807208119045,0.936528181939282,0.655798957401777
"mwcwuf",0.77,0.38,2.01,0.88,1,8355,2.88214285714286,1.42482694142189,1.31507240356836,0.922969916792839
"mxzfze",0.79,0.44,2.36,0.92,0.98,8635,3.29285714285714,1.62817269324196,1.72645698643263,1.06036478415258
"mzdlia",0.84,0,2.01,0.83,0.9,8300,3.44642857142857,1.89991577833776,0.356962004299194,0.18788306743339
"mzqxjn",0.72,0.49,1.89,0.83,0.92,7875,2.92142857142857,1.93847568456489,0.866959482251465,0.447237738989778
"mzrzkm",0.74,0.88,1.26,0.93,0.92,8260,2.71071428571428,1.33075947882045,0.530468686958118,0.398621009581921
"nbcywg",0.68,0.57,1.79,0.78,0.8,7065,2.71785714285714,1.02425393931748,0.331959493388277,0.324098820268615
"nbfcaj",0.75,0.02,1.12,0.76,0.86,7590,2.81071428571428,1.31860566149477,0.354238362202884,0.268646171139081
"nbxucu",0.7,0.73,1.64,0.88,1,8045,2.88928571428571,1.15874010581685,1.05503831074376,0.910504698549305
"nbzrsb",0.838383838383838,0.98989898989899,1.07070707070707,0.939393939393939,0.98,8170,2.93928571428571,2.04293417523103,-0.176949983941432,-0.0866156071433
"ncnqpf",0.72,0.23,2.14,0.78,0.96,7445,2.98571428571428,1.32755636893638,1.05719659112457,0.796347798000913
"ncokke",0.75,0.14,2.68,0.77,0.9,7600,3.25,2.01073547100636,1.15353372688487,0.573687460890882
"ndwnrq",0.653061224489796,0.204081632653061,1.41836734693878,0.744897959183674,0.94,7340,3.03214285714286,1.18419034289706,0.429450671518232,0.362653414710007
"neizjm",0.68,0.24,1.3,0.73,0.92,7105,2.44642857142857,0.936503861924713,0.925453757411188,0.988200684521669
"nelftx",0.69,0.34,2.3,0.82,0.92,7850,2.775,0.975568492364495,1.07741128019067,1.10439327286938
"nevioo",0.82,0.25,2.18,0.87,0.96,8545,3.11785714285714,1.77606694748745,0.484878047191462,0.273006627299385
"nezfrh",0.84,0.54,2.13,1,0.98,9340,3.65,2.81086807550635,2.04967573569375,0.72919670387751
"nfnlfa",0.65,0.51,2.13,0.68,0.84,6230,2.44642857142857,1.28757921010102,0.519674648321356,0.403605964001688
"nfxfmw",0.74,0,2.85,0.74,0.86,7400,2.65,1.25595109063319,1.91123120979386,1.5217401569597
"ngdoqc",0.72,0.29,1.87,0.83,0.68,7960,2.40714285714286,1.14853575192953,1.64662352868408,1.4336719827117
"nhidua",0.757575757575758,0.0303030303030303,1.51515151515152,0.757575757575758,0.96,7585,3.11785714285714,1.56076507070779,-0.108913059426881,-0.0697818406312041
"nhywid",0.83,0.32,2.06,0.85,0.94,8160,2.95,1.93851501248994,0.342197715498232,0.176525697914867
"nilhjs",0.76,0.14,2.38,0.82,0.86,8040,3.13928571428571,1.39364510679293,1.55109468036503,1.11297680650881
"niwbif",0.71,0.14,2.17,0.69,0.86,6785,2.63214285714285,1.0883418691391,0.372353820292952,0.342129463959233
"nkszmf",0.68,0.38,2.09,0.78,0.9,7370,2.69642857142857,0.886202584843617,1.01466990986778,1.14496383470471
"nndgxg",0.67,0.88,1.58,0.92,0.96,8130,2.65357142857143,0.947155161578305,0.778237519502899,0.821657898380739
"nobrng",0.68,0.6,2.85,0.79,0.9,7210,2.9,1.05330918594295,0.959075525659266,0.910535613340044
"nprjub",0.75,0.16,2.78,0.84,1,8245,3.21785714285714,1.84508167073993,1.91591983879367,1.03839297152919
"npzbol",0.76,0.99,1.35,0.99,0.92,8655,2.975,1.5018059080417,0.257383356819865,0.171382570438468
"nslgbj",0.81,0.05,2.76,0.82,0.96,8175,2.97857142857143,1.70200679572654,1.67152548005366,0.982090955365505
"nvmegy",0.81,0.49,1.9,0.91,0.86,8675,3.01428571428571,1.66689204487717,0.421030454830707,0.252584116724687
"nvpgwx",0.73,0,1.99,0.73,0.96,7300,3.03214285714286,1.10732785060589,0.839374717051119,0.758018247795217
"nvsaqm",0.79,0.03,2.33,0.69,0.9,6885,3.45357142857143,1.52280038426042,0.900877171427723,0.591592424548312
"nybffa",0.71,0.3,1.81,0.8,0.86,7820,2.80714285714286,1.17605288396596,0.685888336069939,0.583212154335221
"nycqoi",0.79,0.02,2.72,0.8,0.98,7975,3.18214285714285,1.69440372596867,0.339358598857362,0.20028201877528
"nytflt",0.63,0.35,2.33,0.71,0.94,6715,2.82857142857143,1.47451780552437,0.931697670609669,0.6318660019696
"nzyghd",0.76,0.15,2.69,0.81,0.857142857142857,7890,2.89285714285714,1.73304046903108,1.84702746401477,1.06577284086587
"oaqvbo",0.77,0.29,2.26,0.89,1,8560,3.36071428571428,1.57225785209345,1.23269815446325,0.784030528339811
"ocbzli",0.75,0.01,2.71,0.75,0.84,7495,2.81071428571428,1.4512925423942,0.167708348374136,0.115557920595022
"odgqoe",0.646464646464647,0.464646464646465,2.73737373737374,0.828282828282828,0.84,7635,2.88571428571428,0.910220863143442,0.806583709501817,0.886140652408565
"ogljea",0.8,0.85,1.42,0.91,0.96,8090,2.875,1.62734819854888,0.670024521157092,0.411727816919919
"ohdvkt",0.81,0.03,2.63,0.81,0.92,8085,2.74642857142857,1.66755453060738,1.65904817889908,0.994898906421248
"oimpcd",0.73,0.26,2.74,0.86,1,8275,2.99642857142857,1.19644263265326,1.72545101487182,1.44215106331125
"ojsfil",0.81,0.31,2.64,0.85,0.7,8150,3.45,1.76330044310384,1.70929188117558,0.969370754632608
"ojuatf",0.62,0.29,2.01,0.67,0.8,6420,2.41785714285714,0.554922942702654,0.0902867502293469,0.162701419028778
"okplxr",0.673469387755102,0.0306122448979592,2.71428571428571,0.693877551020408,0.86,6970,2.87857142857143,0.880095849466815,0.535734483099284,0.60872288333577
"okpumv",0.8,0.06,2.91,0.84,1,8340,3.34642857142857,1.71419518652958,2.45540773538884,1.43239682078437
"omoymc",0.75,0.27,1.74,0.87,0.82,8505,2.83571428571429,1.46910637262164,0.912557210868967,0.621164830454376
"onqkar",0.73,0,1.08,0.74,0.94,7400,3.225,1.32681839639325,-0.111848998731998,-0.0842986493374241
"ontubi",0.77,0.21,2.59,0.85,0.88,8335,2.86428571428571,1.44461169668688,1.35080528335024,0.935064617328122
"ooawan",0.8,0.02,2.35,0.8,0.94,7975,3.03214285714286,1.62734819854888,0.982198065933718,0.603557411259344
"oohvdj",0.71,0.06,2.33,0.74,0.88,7310,3.33571428571429,1.14698261823615,0.969381310246207,0.845157803469541
"ooieql",0.67,0.88,2.21,0.94,0.84,8330,2.73928571428571,0.730233883007754,1.40405741188695,1.92275029214447
"orcavs",0.78,0.65,2.09,0.97,0.96,8835,3,2.17045435110311,1.70680314434632,0.786380576711445
"orvvwx",0.72,0.51,2.18,0.86,0.94,8060,2.95,1.39873453688179,0.922355467295031,0.659421386241915
"osdqwd",0.77,0.2,2.41,0.86,0.92,8380,3.00357142857143,1.45442135887831,0.934954821952937,0.642836284165958
"ouilkv",0.6,0.84,1.35,0.72,0.74,6270,2.26785714285714,0.517538084984362,0.335871610947582,0.648979506421699
"outdmj",0.68,0.65,1.58,0.91,0.98,8370,3.48214285714286,2.10972711612054,1.51344420697988,0.717364911990545
"oyypyc",0.78,0.01,2.36,0.77,0.96,7695,2.87142857142857,1.68472937770331,0.657776323291072,0.390434411601333
"ozewqu",0.66,0.18,2.18,0.7,0.8,6865,2.53928571428571,0.970063775061467,1.03089367233417,1.06270711146682
"ozlaej",0.76,0,2.27,0.75,0.96,7500,2.74642857142857,1.42709197844798,1.79621983672322,1.25865737026753
"ozwfau",0.69,0.76,1.1,0.84,0.82,7630,3.19642857142857,1.27573200019003,-0.0216654044975982,-0.0169827240316704
"ozxobt",0.77,0,2.64,0.76,0.9,7600,2.76785714285714,1.38609204695887,0.364330909479519,0.262847557836345
"paigmf",0.73,0.5,2.34,0.81,0.86,7595,2.96785714285714,1.31108106967151,1.11353983655813,0.849329505487503
"pbquyl",0.74,0.15,2.2,0.81,0.98,8010,3.1,1.29574299444033,1.6006505613462,1.23531484886597
"pclugh",0.72,0.18,2.14,0.8,1,7910,3.45357142857143,1.37830307715525,1.76643734287103,1.2816029885944
"peinrf",0.67,0.43,2.27,0.87,0.86,8155,2.76785714285714,0.831674549876261,1.27181072192985,1.52921683381928
"pfrawm",0.66,0.04,2.46,0.67,0.94,6680,2.9,0.774565430336672,0.453934121630081,0.586050066077406
"pgkbhm",0.72,0.58,2.11,0.85,0.88,7805,2.56428571428571,1.16143061250267,0.206148700911381,0.177495494515311
"phhtcc",0.684210526315789,0,2.86315789473684,0.705263157894737,0.78,7100,2.325,1.08048416019515,1.52789441989838,1.41408312697747
"piubso",0.85,0.21,2.11,0.91,0.98,8965,3.075,2.11692270911671,0.765451347537802,0.361586818565137
"pjyvgj",0.64,0.36,2.18,0.71,0.86,6800,2.29285714285714,0.814929309323093,0.314528933265682,0.38595854838862
"pluazs",0.68,0.52,1.12,0.64,0.64,6065,2.41785714285714,0.653412505527404,0.117517497077284,0.179851925212893
"poxeeu",0.680412371134021,0.103092783505155,2.35051546391753,0.690721649484536,0.862745098039216,6920,2.40714285714286,0.831306886588595,0.019676537081314,0.0236694022373132
"ppbepo",0.82,0.85,2.27,0.99,0.96,8905,3.29285714285714,1.74175454462661,0.422855711525449,0.242775718788837
"ppblhf",0.84,0.95,1.21,1,0.8,8820,3.52142857142857,1.98381437181502,0.177699935346645,0.0895748805287991
"pppvmf",0.76,0.72,2.58,0.92,0.9,8420,3.63928571428571,1.39364510679293,0.485107209859715,0.348085181439089
"ppxqdi",0.84,0.55,1.7,0.96,0.94,8905,3.13928571428572,2.05200841530765,0.862419524960395,0.42028069598881
"pqnglx",0.74,0.53,2.18,0.9,0.96,8465,3.03214285714286,1.77003965321349,0.769825611008444,0.434919980244981
"prbxzz",0.85,0.32,2.63,0.92,0.94,8800,3.15714285714286,2.11692270911671,1.29024533578272,0.609490998526381
"psdjjy",0.744897959183674,0.173469387755102,1.8469387755102,0.775510204081633,0.8,7715,2.63928571428571,1.23732591007475,1.10859940561897,0.895963946598351
"pueagy",0.83,0.74,2.46,0.95,0.92,8650,3.32857142857143,1.91885874782147,1.01041499376617,0.526570804085146
"pwmkoa",0.78,0.39,1.87,0.88,0.98,8335,3.85357142857143,1.51447685712309,0.711092721467246,0.469530265928291
"pwrgag",0.76,0.86,2.28,0.97,0.98,8670,3.00714285714286,1.36778495063645,0.120048782787658,0.0877687554112928
"pypzdd",0.7,0.15,2.89,0.77,0.98,7505,2.85714285714286,1.27031981519153,2.52912604603654,1.99093646795961
"pyuakf",0.85,0.04,1.95,0.86,0.92,8565,3.05357142857143,1.84058484320435,0.117668558839602,0.0639299835995324
"pywqsk",0.69,0.04,2.9,0.71,0.9,7065,3.61071428571429,1.3705025505024,1.46836676465837,1.07140753887696
"pzlxpd",0.62,0.65,2.56,0.72,0.7,6485,2.52857142857143,0.617228349833784,0.496272574494403,0.804033992651254
"qbjmlb",0.65,0.02,2.65,0.66,0.82,6590,3.02857142857143,1.18672242311616,0.339534894919349,0.286111468280661
"qcdkcx",0.72,0.2,1.52,0.8,0.92,7900,3.03571428571429,1.93847568456489,1.56591279343537,0.80780626030233
"qcisop",0.82,0.07,2.26,0.83,0.94,8265,2.88571428571428,1.78892357268171,0.925361950112386,0.517273048577034
"qdqvvw",0.68,0.26,1.06,0.75,0.92,7355,2.57857142857143,1.05939242958529,0.360156923549192,0.339965543920472
"qejmwe",0.76,0.44,2.13,0.93,0.98,8915,3.2,1.40992883449782,1.12043812056094,0.79467707386806
"qfkldg",0.71,0.49,1.82,0.94,1,8825,3.26785714285714,1.31841021233835,1.80043615710848,1.36561150714632
