"","id","sI","sI_subj","tI","sI_by_tI","av_correct","av_confidence","av_search","av_search_when_correct","av_search_when_incorrect","da","meta_da","M_ratio","search_slope","av_search_empirical","av_search_correct_empirical","av_search_incorrect_empirical","sigma_ratio","sigma_difference","expected_accuracy","search_ratio","search_ratio_empirical","search_ratio_empirical2"
"29",29,2.69595008390979,3.54139649755869,1.01726173247405,2.65020298891325,0.664,0.638477076731926,0.316724887811424,NA,NA,0.814717161736166,2.71742710906539,3.33542391972514,NA,0.305,0.269578313253012,0.375,0.761267507258304,-0.845446413648896,0.355346045666374,NA,0.345644874580288,0.332849393287197
"30",30,1.37392588701812,1.24387563915715,2.26643639886373,0.606205357320826,0.748,0.791098221759104,0.396567497301692,NA,NA,1.27876916271891,0.8941539676833,0.699230161120052,NA,0.393,0.342245989304813,0.543650793650794,1.10455245184244,0.130050247860965,0.233355370617937,NA,0.512480418183157,0.507870175232138
"31",31,3.25759965809027,1.03740132287792,1.13125546452001,2.87963219649281,0.617,0.759231014442102,0.299328339268371,NA,NA,0.573584545956038,2.84718326768374,4.96384236248575,NA,0.314,0.121555915721232,0.62402088772846,3.1401537536632,2.22019833521235,0.37943139396375,NA,1.60020691722047,1.67864149861443
"32",32,1.08962416887289,1.96071561219479,2.42816579250783,0.448743727563808,0.841,0.710452203778857,0.698349114890896,NA,NA,1.88676205164415,0.731046111354608,0.38746068202801,NA,0.667,0.64922711058264,0.761006289308176,0.555727797593851,-0.8710914433219,0.179375502374023,NA,0.167584975600504,0.160062032502182
"33",33,2.69743869755823,1.2417845249827,1.61451693401842,1.67074041821568,0.654,0.77462895153177,0.418245434666946,NA,NA,0.758746201858073,1.73189661651755,2.28257698328685,NA,0.401,0.259938837920489,0.667630057803468,2.17222766372919,1.45565417257553,0.355422283150256,NA,1.01668633387277,0.974765499132413
"34",34,2.34374682933687,3.93275221366255,0.970763089514502,2.41433451132658,0.686,0.630015432389492,0.301949494029608,NA,NA,0.927086064375263,2.97703746045257,3.21117701457276,NA,0.305,0.276967930029155,0.36624203821656,0.595955885853829,-1.58900538432568,0.334810856066179,NA,0.292701994057069,0.295659075284465
"35",35,1.02334193410195,1.06521960213416,2.09744774297683,0.487898655653542,0.825,0.82205391202007,0.246639734600889,NA,NA,1.76985181462218,0.981553716590889,0.554596553497574,NA,0.268,0.238787878787879,0.405714285714286,0.960686352421318,-0.0418776680322064,0.164237429073546,NA,0.622859727337339,0.676802572774927
"36",36,1.7671043189905,3.47531200859962,1.90152124756873,0.929310845855605,0.701,0.635312478546039,0.713822416851497,NA,NA,1.008349190356,1.516558832916,1.50400163695335,NA,0.708,0.637660485021398,0.872909698996655,0.508473574348957,-1.70820768960912,0.28573171448661,NA,0.332272901094996,0.329562659313624
"37",37,1.66817528896864,2.37133159182529,1.61635246325204,1.03206158736711,0.7,0.676536963869819,0.576176660612792,NA,NA,1.00343753772877,1.70086883715658,1.6950420661025,NA,0.576,0.498571428571429,0.756666666666667,0.703476179678687,-0.703156302856657,0.274433959135786,NA,0.448082010582011,0.447944624866862
"38",38,1.85161463707509,1.95951633298877,1.45191326804317,1.27529286895396,0.713,0.703968145761599,0.502490741334506,NA,NA,1.07478249708377,2.30102306564858,2.14091974133557,NA,0.492,0.38148667601683,0.766550522648084,0.9449345258842,-0.10790169591368,0.294574661913794,NA,0.78265009477897,0.766310331626425
"39",39,1.93087439049839,1.31018442861862,3.03730888018814,0.635718811179579,0.701,0.776512625431331,0.473186642679288,NA,NA,1.0084696243602,0.60980008860863,0.604678687268844,NA,0.471,0.413694721825963,0.605351170568562,1.47374243528004,0.62068996187977,0.302263993339147,NA,0.4069139039121,0.405033514169794
"40",40,1.07074801377756,3.69362954315238,1.13576677175229,0.942753424741933,0.814,0.682322948301387,0.384283893906242,NA,NA,1.69302063987749,2.3285025232209,1.37535389018612,NA,0.412,0.37960687960688,0.553763440860215,0.289890472573954,-2.62288152937482,0.175170890789013,NA,0.422710100129455,0.45319765937374
"41",41,2.80533274002795,2.6521084253209,1.5639495734694,1.79374884434714,0.642,0.635974941768855,0.575648692573944,NA,NA,0.698837957997925,2.00099433619605,2.86331661481099,NA,0.575,0.484423676012461,0.737430167597765,1.05777452884058,0.153224314707045,0.360746571130585,NA,0.440011289713573,0.439515445529836
"42",42,2.69496618112361,2.69735647502266,1.07705630117227,2.50215905908576,0.646,0.641981210206812,0.343266272330545,NA,NA,0.717996479545025,2.68930777724538,3.74557237237364,NA,0.37,0.297213622291022,0.502824858757062,0.999113838337207,-0.00239029389905143,0.35529561326839,NA,0.555706044502812,0.598984674696059
"43",43,0.97294768225875,0.984540268742274,1.70074608190369,0.57207110021368,0.85,0.844171574130592,0.20496997689529,NA,NA,1.95637416747821,1.83025905336448,0.93553630169003,NA,0.229,0.181176470588235,0.5,0.988225381072189,-0.0115925864835246,0.152020901010837,NA,1.39224248651426,1.55546453310397
"44",44,2.89723345133488,2.47140073395252,1.54890509759157,1.87050417474889,0.649,0.652489932771395,0.572137106784479,NA,NA,0.732969546543761,1.95719651144239,2.67022896199623,NA,0.608,0.522342064714946,0.766381766381766,1.17230419637423,0.425832717382363,0.364988224499393,NA,0.401381088267797,0.426540594506045
"45",45,1.16857233186681,1.12771999269482,1.37604896777938,0.849222926821139,0.807,0.814865641686948,0.303015528224128,NA,NA,1.64523836483396,2.09867021290042,1.27560252529865,NA,0.291,0.209417596034696,0.632124352331606,1.03622560514722,0.0408523391719864,0.19606940515805,NA,1.45260053710278,1.39500031161522
"46",46,2.76128457676065,3.17701422502341,0.990846861074494,2.78679247544495,0.627,0.631857507099774,0.300777826071723,NA,NA,0.620867228694207,2.73961356359715,4.412559460352,NA,0.285,0.237639553429027,0.364611260053619,0.869144543015164,-0.415729648262763,0.358619863667991,NA,0.445514760086288,0.422144505407506
"47",47,1.76125600922512,1.92978283260689,1.86664800578225,0.943539437413666,0.712,0.702078909378673,0.61283110879134,NA,NA,1.06898998928749,1.45083964664933,1.35720601800617,NA,0.611,0.521067415730337,0.833333333333333,0.912670575914437,-0.168526823381765,0.285093325516209,NA,0.511073514898521,0.509546452723108
"48",48,3.08996512953631,1.96569376817728,1.6328597111844,1.89236411944722,0.629,0.682216980547345,0.569815077792719,NA,NA,0.631295787232853,1.79080361607208,2.83671086088136,NA,0.581,0.459459459459459,0.787061994609164,1.57194634258902,1.12427136135903,0.373109749727882,NA,0.563859785111368,0.574927810648206
"49",49,3.43761783477702,1.21600106333554,2.85147957293156,1.20555583403421,0.609,0.790498727048757,0.380068831267117,NA,NA,0.530592537991368,0.964606913421084,1.81798054882705,NA,0.386,0.28735632183908,0.539641943734015,2.82698587890004,2.22161677144148,0.385564237518702,NA,0.653589694028329,0.66378929588579
"50",50,1.49950384201559,1.26772791412297,1.55092835191327,0.966842755931155,0.748,0.785066942832345,0.395946676457016,NA,NA,1.27476127204778,1.87639174642639,1.47195540653047,NA,0.396,0.296791443850267,0.69047619047619,1.18282781763386,0.231775927892624,0.252422076452058,NA,0.994153400570513,0.994287286734332
"51",51,2.57507702599004,3.33192511651769,2.79328122258391,0.921882481853357,0.674,0.625017317881852,0.887137588822908,NA,NA,0.864952507538947,0.778252456306236,0.899763223440558,NA,0.879,0.853115727002967,0.932515337423313,0.772849609741931,-0.756848090527656,0.348882997443434,NA,0.090329477156252,0.0895008975165806
"52",52,1.06676160805501,1.20060694859412,0.984451796753318,1.0836097933623,0.819,0.804847661743135,0.234138476975158,NA,NA,1.7277974773562,2.9615128012222,1.71403931307608,NA,0.224,0.163614163614164,0.497237569060773,0.888518602448674,-0.133845340539106,0.174272162234411,NA,1.48939020288665,1.42489782011355
"53",53,1.86117855367674,2.17188600995794,1.56115503465406,1.19218047686671,0.707,0.688813419610988,0.546686901584203,NA,NA,1.0411790914006,1.97947078199578,1.90118184118832,NA,0.53,0.428571428571429,0.774744027303754,0.856941176997029,-0.310707456281202,0.295532287599053,NA,0.653155846664765,0.633219119992043
"54",54,1.0576122040709,1.41289578008421,2.02504532030976,0.522265943119299,0.826,0.763491840765358,0.472465840539296,NA,NA,1.77769404448393,1.20321752694314,0.676841738136352,NA,0.49,0.443099273607748,0.71264367816092,0.748542262620294,-0.35528357601331,0.172195162368007,NA,0.550090621537084,0.570505593050918
"55",55,2.23310146779625,1.13541584000245,1.48010794756986,1.50874229914292,0.691,0.789509423764096,0.361554261141668,NA,NA,0.958678002042465,2.19222530991254,2.28671702619858,NA,0.349,0.205499276410999,0.669902912621359,1.96676969716348,1.0976856277938,0.327145998110064,NA,1.33066944472883,1.28446456347639
"56",56,2.1502081664385,2.07071973769089,1.51801411227001,1.4164612496409,0.677,0.680439178092661,0.522967677184379,NA,NA,0.880448044993718,1.89132935828776,2.14814419663032,NA,0.543,0.438700147710487,0.761609907120743,1.03838686003749,0.0794884287476028,0.32094021680532,NA,0.594677273315388,0.617456438510271
"57",57,0.973163233311164,1.59510699741143,1.38127772888186,0.704538423347297,0.846,0.762056462836914,0.417010310248681,NA,NA,1.9248505374602,2.05205843961138,1.06608715828868,NA,0.399,0.346335697399527,0.688311688311688,0.610092761733495,-0.621943764100268,0.152074461604934,NA,0.857082683990379,0.820066033159291
"58",58,3.49368711540049,1.34578924723222,1.68656660835117,2.07147888384676,0.583,0.742224012068835,0.470245648322171,NA,NA,0.40207878526111,1.89738788884257,4.7189455360357,NA,0.475,0.30188679245283,0.717026378896882,2.59601354564668,2.14789786816827,0.387350771611091,NA,0.873978076724321,0.882814307639558
"59",59,1.02778886603728,1.10751917474015,3.55148647827954,0.289396812383524,0.828,0.816690754407342,0.107760623680528,NA,NA,1.79203395449843,0.645494229329031,0.360202008287112,NA,0.114,0.102657004830918,0.168604651162791,0.928009997008339,-0.0797303087028658,0.165285975998268,NA,0.578488125718183,0.611982782573568
"60",60,0.996473405383227,0.980515333334174,1.08824556804477,0.9156696196554,0.843,0.850967589694927,0.212547042141476,NA,NA,1.90412042771261,2.31181142493393,1.21410988049274,NA,0.224,0.164887307236062,0.54140127388535,1.01627518867531,0.0159580720490524,0.157800416613463,NA,1.68086592254147,1.7714382795253
"61",61,2.78561670208511,3.14408541854392,1.44320988684153,1.9301535608112,0.641,0.637292536041303,0.52839921302579,NA,NA,0.691938685159276,1.88897402076377,2.72997313386077,NA,0.543,0.463338533541342,0.685236768802228,0.885986330287163,-0.358468716458814,0.359802431811113,NA,0.408652366962959,0.419944295507602
"62",62,1.82228121778469,1.93328922999581,1.51540396378177,1.20250524700826,0.726,0.706799298744444,0.517382313103903,NA,NA,1.14742431904925,1.86782967859598,1.62784564313893,NA,0.511,0.415977961432507,0.762773722627737,0.942580752797471,-0.111008012211116,0.291584148223046,NA,0.678660980812584,0.670289169946142
"63",63,1.23634183126182,2.79249858295352,1.17520807293362,1.05201951870157,0.772,0.685369227377695,0.395865675772099,NA,NA,1.41996115502123,2.2049947630766,1.55285569276269,NA,0.409,0.365284974093264,0.557017543859649,0.442736780175619,-1.5561567516917,0.209304226771928,NA,0.468783789159865,0.484337444494091
"64",64,1.40852951526113,1.33131805482489,1.5775752256887,0.892844596140405,0.755,0.780557025471462,0.41637171318172,NA,NA,1.31764250608077,1.68829956451122,1.28130320380521,NA,0.404,0.317880794701987,0.669387755102041,1.0579962542808,0.0772114604362431,0.238864385848865,NA,0.8700667336635,0.844214314449943
"65",65,1.50439791730546,1.39610815855944,1.06097597238839,1.41793778224672,0.752,0.758734887724241,0.299328848707469,NA,NA,1.3003688374691,2.94575021844459,2.26531898763267,NA,0.322,0.227393617021277,0.608870967741935,1.07756545084427,0.10828975874602,0.253115519043058,NA,1.18471226931882,1.27444231442414
"66",66,2.94748513250541,3.73228467262922,1.31172634898708,2.24702746482257,0.597,0.603976908663155,0.477637168049982,NA,NA,0.471038854483925,2.3006231040375,4.88414720386089,NA,0.522,0.4321608040201,0.655086848635236,0.789726773555309,-0.784799540123815,0.367202311614528,NA,0.4270613881516,0.466726753123633
"67",67,1.39656562576963,2.23569587991577,1.02639614507306,1.36064971840889,0.773,0.722089700877465,0.310641751910279,NA,NA,1.42548356544464,2.84809638140951,1.9979861223592,NA,0.311,0.257438551099612,0.493392070484582,0.624667083888996,-0.839130254146142,0.236982628970873,NA,0.758692988376108,0.759567952260064
"68",68,1.25146380541712,1.38357097522403,1.05678131215591,1.18422211958313,0.802,0.782139564372595,0.2837303330867,NA,NA,1.61196548390962,2.69325584224931,1.67079001947185,NA,0.299,0.226932668329177,0.590909090909091,0.904517244021026,-0.132107169806907,0.212126575910952,NA,1.21731245010005,1.28282520455327
"69",69,1.27178763472052,3.58466899580679,1.30920787110717,0.971417650922759,0.775,0.659788076164683,0.470952097993851,NA,NA,1.43808360386924,1.8859672537872,1.31144479271782,NA,0.479,0.443870967741935,0.6,0.354785235738141,-2.31288136108627,0.2158473999938,NA,0.325947875277797,0.331517861207411
"70",70,1.37286839632571,1.18752378594271,2.77505083321339,0.494718287641594,0.769,0.801633063784193,0.33054974462992,NA,NA,1.40131190079534,0.831923759131871,0.593674940361027,NA,0.308,0.262678803641092,0.458874458874459,1.1560765456465,0.185344610382995,0.233183788752649,NA,0.636998880627814,0.593543508717653
"71",71,1.224378027169,1.49749456509274,1.60323915893309,0.763690195780762,0.784,0.759360367877255,0.455821094522908,NA,NA,1.49604448049645,1.65240517603301,1.10451607393697,NA,0.45,0.377551020408163,0.712962962962963,0.817617676691314,-0.273116537923745,0.207038165745325,NA,0.745359872343999,0.735841203018178
"72",72,1.83233496936193,1.00852792518793,1.23090058606229,1.48861328860331,0.71,0.811488893789411,0.276163720685798,NA,NA,1.05778960704588,2.33095716331925,2.20361133045065,NA,0.249,0.125352112676056,0.551724137931034,1.81684108451482,0.823807044173993,0.292618300043978,NA,1.71233745082321,1.54391034490761
"73",73,1.41543170738105,1.54658181406873,3.16264454364225,0.447546882948463,0.762,0.741341650812512,0.661078041538724,NA,NA,1.35827785842842,0.371295272421491,0.273357376855935,NA,0.664,0.640419947506562,0.739495798319328,0.915200020138183,-0.131150106687681,0.239939175639302,NA,0.149210618693925,0.149870128165439
"74",74,1.76688210750515,3.52326567055805,2.48013754969272,0.712412949726947,0.723,0.625496006365192,0.83811745449734,NA,NA,1.13064939081392,0.80514574963735,0.712109126117113,NA,0.825,0.800829875518672,0.888086642599278,0.501489888278932,-1.7563835630529,0.285707523208112,NA,0.105765778279522,0.104110428213117
"75",75,1.38065618180792,1.78218264512662,0.998985708877482,1.38205799095895,0.758,0.73507577653709,0.286403804782244,NA,NA,1.33401391739226,2.76194685065587,2.0704033253678,NA,0.286,0.222955145118734,0.483471074380165,0.774699599720224,-0.401526463318698,0.234442849620245,NA,0.910894857557454,0.909610573991866
"76",76,1.54191093769462,3.57410969745345,1.30996004279316,1.17706715267962,0.754,0.666479235938307,0.47360070713337,NA,NA,1.3099976458336,2.07408710733912,1.58327544628471,NA,0.466,0.417771883289125,0.613821138211382,0.431411195575006,-2.03219875975883,0.258315970283002,NA,0.420706555627162,0.413954734377219
"77",77,1.6999701369477,1.31738578627361,2.69837674548877,0.629997327018832,0.738,0.771612621370424,0.475980609941918,NA,NA,1.21700320461168,0.763679368275376,0.627508099717003,NA,0.49,0.440379403794038,0.629770992366412,1.29041177964753,0.382584350674087,0.278183717723005,NA,0.38651344606607,0.397897697125698
"78",78,1.4113949156644,1.55460928178475,1.98646653533028,0.71050525672698,0.776,0.751816146849477,0.544076236394492,NA,NA,1.44439970124561,1.27759395780546,0.884515523441121,NA,0.521,0.460051546391753,0.732142857142857,0.907877581976136,-0.143214366120354,0.239311533840373,NA,0.522248197219011,0.500097766728816
"79",79,1.66647212109494,1.67910049101417,1.48558761612785,1.12175956705843,0.726,0.716140501773448,0.478542476958544,NA,NA,1.14742431904925,1.90195577767984,1.65758712457462,NA,0.482,0.389807162534435,0.726277372262774,0.992479086280536,-0.0126283699192276,0.274229777662549,NA,0.698070974540121,0.703114615586125
"80",80,1.69362952018793,2.94462070849916,2.68683737586927,0.630343144471108,0.706,0.641837911609234,0.853784795399399,NA,NA,1.03563773094392,0.926047074567816,0.894180510132418,NA,0.837,0.80028328611898,0.925170068027211,0.575160500399781,-1.25099118831123,0.277445201331284,NA,0.149207624741016,0.146274310085141
"81",81,3.89939599842951,2.72698757953441,1.01141143438906,3.85540035028863,0.587,0.598059288766608,0.302451710081653,NA,NA,0.421831050386161,2.92052570383126,6.92344885744588,NA,0.284,0.238500851788756,0.348668280871671,1.42992803769765,1.1724084188951,0.398801702226046,NA,0.387913482686318,0.364247995335098
"82",82,0.983250597310828,1.70160972564168,1.53580039594798,0.640220304607951,0.832,0.733084343763613,0.467449715902455,NA,NA,1.82065650698384,1.69327234171353,0.930033938427332,NA,0.485,0.432692307692308,0.744047619047619,0.577835553296479,-0.718359128330849,0.154568455449771,NA,0.641969714134663,0.666072308449714
"83",83,1.02622813852245,1.00991737626869,1.98153672767483,0.517895088286676,0.843,0.835566718736107,0.204118375086237,NA,NA,1.90183120183321,1.17479810127831,0.617719438058384,NA,0.226,0.199288256227758,0.369426751592357,1.01615059076815,0.016310762253757,0.164918513654266,NA,0.752825200728313,0.8335285605361
"84",84,1.85490657250599,1.31949087530732,1.71204857933385,1.08344272171747,0.71,0.764770453708462,0.441668083529877,NA,NA,1.05804885330816,1.58936227099451,1.50216340769627,NA,0.447,0.336619718309859,0.717241379310345,1.40577445984534,0.535415697198675,0.294905232882593,NA,0.851502597316523,0.861782128240965
"85",85,3.21683677335847,3.50740612054574,1.90420243167116,1.68933550333476,0.608,0.613893625654016,0.703067861325232,NA,NA,0.525700167453631,1.53704491483556,2.92380526009845,NA,0.707,0.638157894736842,0.813775510204082,0.917155488357858,-0.290569347187271,0.377951858541928,NA,0.248398324564695,0.249787574041876
"86",86,2.00702059811761,1.59598086941203,1.00683818818016,1.99338942610555,0.674,0.700174904880646,0.293699600060592,NA,NA,0.865934282800528,3.04877552211387,3.52079318566045,NA,0.281,0.195845697329377,0.457055214723926,1.25754677677121,0.411039728705578,0.309153573506046,NA,0.929571236279536,0.889376483116288
"87",87,2.25179627915774,1.64133124036245,1.71842225188658,1.31038589420359,0.659,0.714785543164502,0.540900218690096,NA,NA,0.786055345628847,1.63820678717159,2.08408580423942,NA,0.567,0.450682852807284,0.791788856304985,1.37193286996748,0.610465038795289,0.328488791687414,NA,0.601597889766669,0.63062648472164
"88",88,2.14153472600633,1.6367806630546,2.4569130911152,0.871636336568292,0.692,0.723202399807932,0.635061167507398,NA,NA,0.959980829059535,1.16870220171678,1.21742243838527,NA,0.648,0.588150289017341,0.782467532467532,1.30838222514784,0.50475406295173,0.320266095083207,NA,0.299872289274987,0.305981932752844
