"ID","Block","Trial","InfoCost","Target","Correct1st","Confidence1st","RT1st","SeeAgain","RTSee","Correct2nd","Confidence2nd","RT2nd"
"jixpqi",3,73,5,-1,1,67,1251,1,339,1,83,370
"jixpqi",3,74,5,-1,1,67,1323,1,313,1,83,505
"jixpqi",3,75,5,-1,1,67,1187,1,388,1,67,836
"jixpqi",4,76,20,-1,1,67,1097,1,316,1,100,724
"jixpqi",4,77,20,-1,1,67,1271,1,335,1,83,412
"jixpqi",4,78,20,-1,1,67,1593,1,283,1,83,306
"jixpqi",4,79,20,1,1,67,897,1,1110,1,67,1189
"jixpqi",4,80,20,1,0,67,1397,1,508,1,67,1009
"jixpqi",4,81,20,-1,1,67,5015,1,446,1,83,394
"jixpqi",4,82,20,-1,1,67,985,1,312,1,83,301
"jixpqi",4,83,20,1,1,67,1050,1,1064,1,67,843
"jixpqi",4,84,20,-1,1,67,820,1,274,1,83,284
"jixpqi",4,85,20,1,1,67,602,1,3098,1,83,1261
"jixpqi",4,86,20,-1,1,83,603,1,1070,1,100,572
"jixpqi",4,87,20,-1,1,83,386,1,809,1,83,685
"jixpqi",4,88,20,1,1,67,2309,1,969,1,67,1326
"jixpqi",4,89,20,1,0,67,801,1,297,1,67,1039
"jixpqi",4,90,20,1,1,67,1226,1,317,1,67,1280
"jixpqi",4,91,20,1,1,67,965,1,596,1,67,1280
"jixpqi",4,92,20,-1,1,67,775,1,1500,1,83,660
"jixpqi",4,93,20,1,0,67,710,1,1044,0,67,927
"jixpqi",4,94,20,-1,1,67,934,1,455,1,83,388
"jixpqi",4,95,20,-1,1,67,1453,1,486,1,83,528
"jixpqi",4,96,20,-1,1,83,1264,1,3362,1,100,373
"jixpqi",4,97,20,-1,1,83,397,1,1102,1,100,240
"jixpqi",4,98,20,-1,0,83,1121,1,352,1,83,297
"jixpqi",4,99,20,-1,0,67,1820,1,296,1,83,222
"jixpqi",4,100,20,-1,0,67,1612,1,901,1,83,210
"judblj",1,1,5,1,1,83,837,0,1049,1,83,381
"judblj",1,2,5,-1,0,67,576,1,1505,1,67,931
"judblj",1,3,5,1,1,83,694,0,399,1,83,284
"judblj",1,4,5,-1,0,67,801,1,985,0,67,931
"judblj",1,5,5,-1,1,67,884,1,401,1,100,547
"judblj",1,6,5,-1,0,67,973,0,521,0,67,401
"judblj",1,7,5,-1,1,83,720,0,671,1,83,576
"judblj",1,8,5,-1,1,100,570,0,473,1,100,435
"judblj",1,9,5,-1,1,67,662,0,1136,1,83,700
"judblj",1,10,5,1,1,100,405,0,816,1,100,375
"judblj",1,11,5,1,1,83,907,1,1425,1,67,1208
"judblj",1,12,5,-1,1,100,654,0,921,1,100,292
"judblj",1,13,5,1,0,67,659,0,673,0,67,1358
"judblj",1,14,5,-1,1,67,1085,1,390,1,100,391
"judblj",1,15,5,1,1,67,650,1,399,1,100,440
"judblj",1,16,5,-1,0,83,927,1,1566,1,67,1144
"judblj",1,17,5,1,1,83,463,0,310,1,83,309
"judblj",1,18,5,-1,0,67,750,1,327,1,83,604
"judblj",1,19,5,1,1,83,902,0,586,1,83,428
"judblj",1,20,5,1,1,83,546,0,1309,1,83,315
"judblj",1,21,5,-1,1,67,585,1,417,1,100,441
"judblj",1,22,5,1,1,67,661,1,456,1,83,497
"judblj",1,23,5,1,0,67,980,1,392,1,67,495
"judblj",1,24,5,-1,0,67,448,1,297,1,83,491
"judblj",1,25,5,1,1,83,646,1,480,1,100,420
"judblj",2,26,20,1,1,83,1077,0,1122,1,83,293
"judblj",2,27,20,-1,1,67,1236,0,1113,1,67,282
"judblj",2,28,20,1,0,100,797,0,399,0,100,453
"judblj",2,29,20,-1,1,83,758,0,735,1,83,566
"judblj",2,30,20,-1,0,67,820,1,1146,1,83,964
"judblj",2,31,20,-1,1,83,636,0,872,1,83,384
"judblj",2,32,20,-1,1,67,1342,1,1128,1,100,573
"judblj",2,33,20,-1,0,67,1812,0,1040,0,67,326
"judblj",2,34,20,-1,1,67,758,1,392,1,100,636
"judblj",2,35,20,1,1,67,719,0,950,1,83,317
"judblj",2,36,20,1,1,67,945,1,390,1,83,416
"judblj",2,37,20,-1,1,83,975,0,313,1,83,69
"judblj",2,38,20,1,1,67,873,0,959,1,83,298
"judblj",2,39,20,-1,1,83,917,1,1635,1,100,327
"judblj",2,40,20,1,1,83,879,1,1000,1,100,725
"judblj",2,41,20,-1,0,67,1437,0,696,0,83,240
"judblj",2,42,20,1,0,67,1055,1,815,1,100,850
"judblj",2,43,20,-1,0,83,1377,0,511,0,83,375
"judblj",2,44,20,1,0,83,1802,0,304,0,83,557
"judblj",2,45,20,1,1,100,835,0,328,1,100,367
"judblj",2,46,20,-1,1,100,474,0,520,1,100,1036
"judblj",2,47,20,1,1,67,1695,1,395,1,67,1892
"judblj",2,48,20,1,1,67,850,1,527,1,67,897
"judblj",2,49,20,-1,1,83,1155,0,309,1,83,312
"judblj",2,50,20,1,1,67,1312,0,607,1,67,253
"judblj",3,51,5,1,1,67,662,1,1136,1,100,480
"judblj",3,52,5,-1,1,83,684,0,390,1,83,517
"judblj",3,53,5,1,1,67,697,1,368,1,83,570
"judblj",3,54,5,-1,1,100,731,0,326,1,100,291
"judblj",3,55,5,-1,1,67,1128,0,543,1,83,793
"judblj",3,56,5,-1,1,83,670,0,289,1,83,456
"judblj",3,57,5,-1,1,67,780,1,311,1,83,383
"judblj",3,58,5,-1,1,100,714,0,271,1,100,259
"judblj",3,59,5,-1,1,83,996,1,1406,1,83,843
"judblj",3,60,5,1,1,67,839,1,848,1,67,1266
"judblj",3,61,5,1,1,83,532,0,439,1,83,299
"judblj",3,62,5,-1,1,100,329,0,310,1,100,88
"judblj",3,63,5,1,1,67,1514,1,912,1,83,518
"judblj",3,64,5,-1,0,83,690,0,280,0,83,103
"judblj",3,65,5,1,1,67,763,1,421,1,67,835
"judblj",3,66,5,-1,1,83,619,0,262,1,83,253
"judblj",3,67,5,1,1,67,527,1,312,1,67,1384
"judblj",3,68,5,-1,1,83,987,0,462,1,83,258
"judblj",3,69,5,1,1,67,636,1,384,1,67,629
"judblj",3,70,5,1,0,67,940,1,351,1,83,357
"judblj",3,71,5,-1,1,67,54565,1,1224,1,100,392
"judblj",3,72,5,1,1,67,664,1,217,1,67,740
"judblj",3,73,5,1,1,83,317,0,334,1,83,207
"judblj",3,74,5,-1,1,83,653,1,1718,1,100,322
"judblj",3,75,5,1,1,67,728,1,1136,1,83,661
"judblj",4,76,20,1,0,67,936,0,970,0,67,295
"judblj",4,77,20,-1,1,83,559,0,407,1,83,304
"judblj",4,78,20,1,1,83,337,0,339,1,83,10
"judblj",4,79,20,-1,1,100,273,0,272,1,100,48
"judblj",4,80,20,-1,1,83,605,0,271,1,100,524
"judblj",4,81,20,-1,1,83,461,0,637,1,83,23
"judblj",4,82,20,-1,1,83,689,0,477,1,83,157
"judblj",4,83,20,-1,1,67,1195,1,1231,1,83,1414
"judblj",4,84,20,-1,1,100,591,0,263,1,100,269
"judblj",4,85,20,1,0,67,883,1,325,0,67,1074
"judblj",4,86,20,1,0,67,913,1,515,1,67,848
"judblj",4,87,20,-1,1,67,1051,1,390,1,67,1841
"judblj",4,88,20,1,1,100,412,0,344,1,100,248
"judblj",4,89,20,-1,1,67,1585,1,757,1,83,816
"judblj",4,90,20,1,1,83,392,0,543,1,83,289
"judblj",4,91,20,-1,0,67,1643,1,398,1,83,726
"judblj",4,92,20,1,1,83,585,0,424,1,83,139
"judblj",4,93,20,-1,1,100,356,0,351,1,100,262
"judblj",4,94,20,1,1,83,335,1,997,1,83,320
"judblj",4,95,20,1,0,83,475,1,373,0,83,694
"judblj",4,96,20,-1,1,83,623,0,632,1,83,262
"judblj",4,97,20,1,1,67,669,1,716,1,67,446
"judblj",4,98,20,1,1,83,398,0,328,1,83,460
"judblj",4,99,20,-1,1,67,990,1,407,1,83,340
"judblj",4,100,20,1,1,83,678,0,695,1,83,285
"pclugh",1,1,5,-1,1,83,1092,1,1953,1,100,1242
"pclugh",1,2,5,-1,1,83,1129,1,1074,1,100,556
"pclugh",1,3,5,-1,0,67,1032,1,687,0,67,761
"pclugh",1,4,5,-1,0,83,708,0,2652,0,83,915
"pclugh",1,5,5,-1,1,83,655,0,1409,1,83,610
"pclugh",1,6,5,-1,1,83,663,1,1793,1,100,995
"pclugh",1,7,5,-1,0,67,837,0,2735,0,67,883
"pclugh",1,8,5,1,0,83,666,1,1781,1,83,1559
"pclugh",1,9,5,-1,0,67,655,1,1076,1,83,809
"pclugh",1,10,5,1,1,83,918,0,1181,1,83,595
"pclugh",1,11,5,-1,1,83,751,1,2488,1,100,1028
"pclugh",1,12,5,-1,1,100,1558,0,1808,1,100,82
"pclugh",1,13,5,1,1,100,1070,0,1416,1,100,2344
"pclugh",1,14,5,-1,1,100,920,0,1071,1,100,2319
"pclugh",1,15,5,1,0,83,596,1,1053,1,83,1080
"pclugh",1,16,5,-1,0,67,791,1,1201,1,83,697
"pclugh",1,17,5,1,1,100,938,0,1244,1,100,294
"pclugh",1,18,5,-1,1,100,635,0,1027,1,100,829
"pclugh",1,19,5,-1,0,100,719,0,1360,0,100,354
"pclugh",1,20,5,1,1,83,634,0,1347,1,83,578
"pclugh",1,21,5,-1,1,83,692,0,1242,1,83,552
"pclugh",1,22,5,-1,0,100,609,0,1203,0,100,333
"pclugh",1,23,5,1,1,100,611,0,1039,1,100,348
"pclugh",1,24,5,1,1,83,812,1,1729,1,100,897
"pclugh",1,25,5,-1,1,100,715,1,1061,1,100,758
"pclugh",2,26,20,-1,1,100,879,0,2505,1,100,1331
"pclugh",2,27,20,-1,1,100,554,0,931,1,100,371
"pclugh",2,28,20,-1,1,100,568,0,1292,1,100,369
"pclugh",2,29,20,-1,1,83,838,0,1189,1,67,472
"pclugh",2,30,20,-1,1,83,1054,0,1090,1,83,661
"pclugh",2,31,20,-1,0,100,618,0,988,0,100,485
"pclugh",2,32,20,-1,0,83,769,0,1154,0,83,349
"pclugh",2,33,20,1,1,100,569,0,958,1,100,307
"pclugh",2,34,20,-1,1,83,594,0,2321,1,83,516
"pclugh",2,35,20,1,0,67,1254,0,2430,1,67,1414
"pclugh",2,36,20,-1,1,67,1277,0,1291,1,67,451
"pclugh",2,37,20,-1,0,67,1665,0,1145,0,67,43
"pclugh",2,38,20,1,1,100,579,0,1310,1,100,507
"pclugh",2,39,20,-1,1,67,1472,0,1001,1,67,519
"pclugh",2,40,20,1,1,100,509,0,920,1,100,372
"pclugh",2,41,20,-1,0,67,769,0,1651,1,67,450
"pclugh",2,42,20,1,0,83,786,0,1060,0,83,587
"pclugh",2,43,20,-1,1,100,897,0,1027,1,100,675
"pclugh",2,44,20,-1,0,67,1575,0,985,0,67,405
"pclugh",2,45,20,1,1,83,871,0,1310,1,83,467
"pclugh",2,46,20,-1,1,100,784,0,1037,1,100,666
"pclugh",2,47,20,-1,1,83,1786,0,1396,1,83,512
"pclugh",2,48,20,1,1,100,977,0,1019,1,100,343
"pclugh",2,49,20,1,1,83,617,0,908,1,83,444
"pclugh",2,50,20,-1,1,83,1201,0,1070,1,83,428
"pclugh",3,51,5,-1,1,83,901,0,1813,1,100,1056
"pclugh",3,52,5,-1,1,83,632,1,2683,1,100,526
"pclugh",3,53,5,-1,1,100,636,0,1051,1,100,358
"pclugh",3,54,5,-1,0,83,852,1,1515,1,83,646
"pclugh",3,55,5,-1,0,67,1441,0,1161,0,67,437
"pclugh",3,56,5,-1,0,83,487,0,905,0,83,340
"pclugh",3,57,5,-1,1,100,697,0,818,1,100,447
"pclugh",3,58,5,1,1,100,629,0,799,1,100,442
"pclugh",3,59,5,-1,1,83,531,1,547,1,100,399
"pclugh",3,60,5,1,1,100,678,0,763,1,100,494
"pclugh",3,61,5,-1,1,100,473,0,1486,1,100,333
"pclugh",3,62,5,-1,1,83,518,0,1249,1,83,394
"pclugh",3,63,5,1,1,83,750,0,1060,1,83,561
"pclugh",3,64,5,-1,0,67,552,1,1302,1,83,835
"pclugh",3,65,5,1,1,83,585,0,901,1,83,391
"pclugh",3,66,5,-1,1,100,461,0,1153,1,100,366
"pclugh",3,67,5,1,1,83,478,0,934,1,83,693
"pclugh",3,68,5,-1,1,83,796,0,924,1,83,540
"pclugh",3,69,5,-1,1,67,1147,1,902,1,83,581
"pclugh",3,70,5,1,1,83,961,1,1537,1,100,881
"pclugh",3,71,5,-1,1,100,580,0,1068,1,100,612
"pclugh",3,72,5,-1,1,67,1346,1,1317,1,83,779
"pclugh",3,73,5,1,1,100,517,0,984,1,100,443
"pclugh",3,74,5,1,1,83,377,0,805,1,83,345
"pclugh",3,75,5,-1,1,83,455,0,1476,1,83,571
"pclugh",4,76,20,-1,1,83,769,0,1648,1,83,544
"pclugh",4,77,20,-1,1,83,615,0,1134,1,83,1194
"pclugh",4,78,20,-1,0,83,900,0,1034,0,83,874
"pclugh",4,79,20,-1,1,67,658,0,972,1,67,413
"pclugh",4,80,20,-1,0,67,580,0,981,0,67,370
"pclugh",4,81,20,-1,1,83,432,0,928,1,83,351
"pclugh",4,82,20,-1,0,67,1404,0,1094,0,67,316
"pclugh",4,83,20,1,1,83,619,0,1057,1,83,351
"pclugh",4,84,20,-1,1,67,445,0,1101,1,67,509
"pclugh",4,85,20,1,1,100,558,0,1049,1,100,507
"pclugh",4,86,20,-1,1,67,759,0,870,1,67,515
"pclugh",4,87,20,-1,0,67,806,0,1026,0,67,432
"pclugh",4,88,20,1,1,100,574,0,802,1,100,303
"pclugh",4,89,20,-1,0,100,470,0,829,0,100,337
"pclugh",4,90,20,1,1,83,587,0,833,1,83,370
"pclugh",4,91,20,-1,1,100,1108,0,1102,1,100,325
"pclugh",4,92,20,1,1,83,406,0,754,1,83,437
"pclugh",4,93,20,-1,1,83,558,0,927,1,83,363
"pclugh",4,94,20,-1,1,100,1272,0,1041,1,100,485
"pclugh",4,95,20,1,1,100,588,0,914,1,100,330
"pclugh",4,96,20,-1,0,83,495,0,898,0,83,528
"pclugh",4,97,20,-1,0,67,804,0,770,0,67,824
"pclugh",4,98,20,1,0,83,724,0,1098,0,83,650
"pclugh",4,99,20,1,1,100,465,0,1066,1,100,625
"pclugh",4,100,20,-1,1,100,702,0,851,1,100,396
"pfrawm",1,1,5,-1,1,100,979,0,2766,1,100,4312
"pfrawm",1,2,5,1,1,67,2736,0,3320,1,83,4516
"pfrawm",1,3,5,-1,1,100,993,0,4082,1,100,1104
"pfrawm",1,4,5,1,0,100,1001,0,1381,0,100,953
"pfrawm",1,5,5,1,1,67,2270,1,1923,1,67,2973
"pfrawm",1,6,5,-1,1,100,1163,0,1232,1,67,2879
"pfrawm",1,7,5,-1,1,100,930,0,2828,1,100,541
"pfrawm",1,8,5,1,0,100,2009,0,1341,0,100,551
"pfrawm",1,9,5,-1,0,83,2449,0,2023,0,83,818
"pfrawm",1,10,5,1,0,83,2045,0,1813,0,83,2000
"pfrawm",1,11,5,1,0,83,1458,0,1312,0,83,2791
"pfrawm",1,12,5,-1,1,100,909,0,1426,1,100,534
"pfrawm",1,13,5,1,1,83,2317,0,1611,1,83,3230
"pfrawm",1,14,5,-1,1,100,966,0,1380,1,100,1469
"pfrawm",1,15,5,-1,1,100,1343,0,1005,1,100,1126
"pfrawm",1,16,5,-1,1,100,780,1,1647,1,100,689
"pfrawm",1,17,5,-1,1,100,886,0,1751,1,100,439
"pfrawm",1,18,5,1,0,100,580,0,1468,0,100,323
"pfrawm",1,19,5,1,1,100,2217,0,1218,1,100,381
"pfrawm",1,20,5,1,0,67,1639,1,1199,1,83,1424
"pfrawm",1,21,5,1,1,67,2042,0,2219,1,83,1748
"pfrawm",1,22,5,-1,1,83,2869,1,3322,1,100,948
"pfrawm",1,23,5,-1,1,100,1011,0,1831,1,100,729
"pfrawm",1,24,5,-1,1,100,1187,0,1184,1,100,963
"pfrawm",1,25,5,-1,1,100,1070,0,1446,1,100,889
"pfrawm",2,26,20,-1,1,100,1111,0,1524,1,100,441
"pfrawm",2,27,20,1,0,100,942,0,1061,0,83,2464
"pfrawm",2,28,20,-1,0,67,2230,0,2276,0,67,1599
"pfrawm",2,29,20,1,0,83,1900,0,1118,0,83,612
"pfrawm",2,30,20,1,0,100,873,0,1207,0,100,551
"pfrawm",2,31,20,-1,1,83,1820,0,1069,1,83,336
"pfrawm",2,32,20,-1,1,100,777,0,1052,1,100,630
"pfrawm",2,33,20,1,0,83,1235,0,863,0,100,1364
"pfrawm",2,34,20,-1,1,67,2368,0,1572,1,67,1757
"pfrawm",2,35,20,1,1,67,1120,0,1053,1,67,2046
"pfrawm",2,36,20,1,1,83,2390,0,1134,1,83,415
"pfrawm",2,37,20,-1,1,100,1071,0,1331,1,83,2659
"pfrawm",2,38,20,1,0,83,1208,0,1103,0,83,1507
"pfrawm",2,39,20,-1,1,100,772,0,954,1,100,336
"pfrawm",2,40,20,-1,0,100,1871,0,1119,0,100,443
"pfrawm",2,41,20,-1,0,67,1546,0,913,0,83,2451
"pfrawm",2,42,20,-1,1,67,3260,0,1003,1,67,1684
"pfrawm",2,43,20,1,1,83,1077,0,1376,1,83,375
"pfrawm",2,44,20,1,0,83,1142,0,947,0,83,477
"pfrawm",2,45,20,1,1,100,1398,0,921,1,100,597
"pfrawm",2,46,20,1,0,100,1009,0,1751,0,100,921
"pfrawm",2,47,20,-1,1,67,1441,0,1183,1,83,485
"pfrawm",2,48,20,-1,1,100,791,0,1079,1,100,343
"pfrawm",2,49,20,-1,0,100,1550,0,1050,0,100,558
"pfrawm",2,50,20,-1,1,100,773,0,1098,1,100,377
"pfrawm",3,51,5,-1,1,100,828,0,1378,1,100,976
"pfrawm",3,52,5,1,1,100,972,0,1160,1,100,558
"pfrawm",3,53,5,-1,1,100,673,0,1093,1,100,506
"pfrawm",3,54,5,1,1,67,1373,0,758,1,67,277
"pfrawm",3,55,5,1,0,100,947,0,1241,0,100,380
"pfrawm",3,56,5,-1,1,100,990,0,1011,1,100,305
"pfrawm",3,57,5,-1,0,100,1651,0,1305,0,100,285
"pfrawm",3,58,5,1,0,100,969,0,1249,0,100,284
"pfrawm",3,59,5,-1,1,100,719,0,936,1,100,245
"pfrawm",3,60,5,1,1,100,1156,0,696,1,100,412
"pfrawm",3,61,5,1,0,67,1696,0,956,0,83,173
"pfrawm",3,62,5,-1,1,100,1308,0,921,1,100,334
"pfrawm",3,63,5,1,0,100,1008,0,744,0,100,354
"pfrawm",3,64,5,-1,1,100,632,0,800,1,100,325
"pfrawm",3,65,5,-1,1,83,1538,0,979,1,100,533
"pfrawm",3,66,5,-1,0,83,1469,0,965,0,83,572
"pfrawm",3,67,5,-1,1,83,1075,0,585,1,83,728
"pfrawm",3,68,5,1,1,100,1725,0,1070,1,100,631
"pfrawm",3,69,5,1,0,100,721,0,810,0,100,478
"pfrawm",3,70,5,1,1,67,1295,0,960,1,67,811
"pfrawm",3,71,5,1,0,67,1786,0,1189,0,67,374
"pfrawm",3,72,5,-1,1,100,750,0,639,1,100,320
"pfrawm",3,73,5,-1,0,100,1148,0,802,0,100,333
"pfrawm",3,74,5,-1,1,100,1037,0,889,1,100,345
"pfrawm",3,75,5,-1,1,100,633,0,766,1,100,346
"pfrawm",4,76,20,-1,1,100,841,0,668,1,100,596
"pfrawm",4,77,20,1,0,100,465,0,1040,0,100,265
"pfrawm",4,78,20,-1,0,100,1405,0,671,0,100,292
"pfrawm",4,79,20,1,1,100,1301,0,544,1,100,275
"pfrawm",4,80,20,1,0,100,837,0,565,0,100,329
"pfrawm",4,81,20,-1,1,83,1409,0,651,1,83,549
"pfrawm",4,82,20,-1,1,100,1298,0,879,1,100,294
"pfrawm",4,83,20,1,1,67,1644,0,736,1,67,251
"pfrawm",4,84,20,-1,1,100,732,0,1185,1,100,278
"pfrawm",4,85,20,1,1,100,1202,0,537,1,100,242
"pfrawm",4,86,20,1,1,100,826,0,441,1,100,322
"pfrawm",4,87,20,-1,1,83,1255,0,979,1,83,253
"pfrawm",4,88,20,1,1,100,1048,0,414,1,100,600
"pfrawm",4,89,20,-1,1,83,1500,0,758,1,83,266
"pfrawm",4,90,20,-1,0,83,1620,0,542,0,83,243
"pfrawm",4,91,20,-1,1,100,868,0,1297,1,83,707
"pfrawm",4,92,20,-1,1,100,922,0,713,1,100,493
"pfrawm",4,93,20,1,1,83,1114,0,956,1,83,355
"pfrawm",4,94,20,1,1,100,1612,0,640,1,100,394
"pfrawm",4,95,20,1,1,83,1579,0,947,1,83,456
"pfrawm",4,96,20,1,0,83,1311,0,889,0,83,396
"pfrawm",4,97,20,-1,1,100,506,0,971,1,100,249
"pfrawm",4,98,20,-1,0,100,1487,0,442,0,100,279
"pfrawm",4,99,20,-1,0,100,1130,0,540,0,100,260
"pfrawm",4,100,20,-1,1,67,803,0,582,1,83,399
"qfkldg",1,1,5,1,0,83,1575,1,3798,1,67,1718
"qfkldg",1,2,5,-1,1,100,1260,0,1453,1,100,460
"qfkldg",1,3,5,1,0,83,1346,0,2300,0,83,597
"qfkldg",1,4,5,-1,1,100,821,0,1287,1,100,404
"qfkldg",1,5,5,-1,1,100,485,0,2417,1,100,628
"qfkldg",1,6,5,-1,1,67,1502,1,2405,1,83,878
"qfkldg",1,7,5,-1,1,100,1140,0,2518,1,100,664
"qfkldg",1,8,5,-1,1,83,1248,0,997,1,83,1201
"qfkldg",1,9,5,-1,1,67,1253,1,1873,1,100,1071
"qfkldg",1,10,5,1,0,67,1440,1,2784,1,83,1982
"qfkldg",1,11,5,1,0,67,1761,1,2273,1,67,1620
"qfkldg",1,12,5,1,0,67,1301,1,2246,1,67,1053
"qfkldg",1,13,5,-1,1,83,1204,0,1587,1,83,620
"qfkldg",1,14,5,-1,1,83,1178,1,3691,1,100,678
"qfkldg",1,15,5,1,1,67,1573,1,2331,1,83,1288
"qfkldg",1,16,5,1,0,67,2899,1,1500,1,67,1351
"qfkldg",1,17,5,1,1,67,1761,1,1576,1,83,1239
"qfkldg",1,18,5,-1,1,100,1480,0,1433,1,100,782
"qfkldg",1,19,5,1,1,67,1640,1,1995,1,67,2182
"qfkldg",1,20,5,-1,1,83,1712,1,1761,1,83,1537
"qfkldg",1,21,5,-1,1,67,2368,1,1249,1,100,709
"qfkldg",1,22,5,1,1,67,2442,1,1418,1,83,1848
"qfkldg",1,23,5,-1,1,83,1546,0,1460,1,83,1514
"qfkldg",1,24,5,-1,1,100,836,0,1530,1,100,1440
"qfkldg",1,25,5,1,1,67,1310,1,1345,1,83,911
"qfkldg",2,26,20,1,0,83,879,0,2113,0,83,997
"qfkldg",2,27,20,-1,1,100,1457,0,740,1,100,355
"qfkldg",2,28,20,1,1,67,1277,1,1657,1,83,776
"qfkldg",2,29,20,-1,1,100,860,0,1984,1,100,746
"qfkldg",2,30,20,-1,0,67,2014,1,1627,1,100,815
"qfkldg",2,31,20,-1,1,100,759,0,1757,1,100,801
"qfkldg",2,32,20,-1,1,83,819,0,1715,1,83,597
